id,region,street,house_number,district_id,marker,izhs_id,susn_id
11787,г.Алматы,ул. Шмидта,83,8,POINT (76.947513 43.358527),,
11786,г.Алматы,ул. Шмидта,48,8,POINT (76.946507 43.355813),,
11789,г.Алматы,ул. Шмидта,101,8,POINT (76.947855 43.357779),,
11788,г.Алматы,ул. Шмидта,98,8,POINT (76.945465 43.357648),,
11791,г.Алматы,ул. Шмидта,125,8,POINT (76.950604 43.358986),,
11790,г.Алматы,ул. Шмидта,113,8,POINT (76.949085 43.358848),,
11792,г.Алматы,ул. Шмидта,112А,8,POINT (76.945447 43.35793),,
11795,г.Алматы,ул. Шмидта,46В,8,POINT (76.950235 43.359995),,
11793,г.Алматы,ул. Шмидта,131А,8,POINT (76.950837 43.358992),,
11796,г.Алматы,ул. Шмидта,97/1,8,POINT (76.947675 43.357334),,
11794,г.Алматы,ул. Шмидта,148А,8,POINT (76.946974 43.359071),,
11798,г.Алматы,ул. Шокая Мустафы,8,6,POINT (76.983554 43.276334),,
11799,г.Алматы,ул. Шокая Мустафы,154,6,POINT (76.989788 43.26486),,
11801,г.Алматы,ул. Шокая Мустафы,165,6,POINT (76.991423 43.260888),,
11802,г.Алматы,ул. Шокая Мустафы,172,6,POINT (76.990417 43.264157),,
11800,г.Алматы,ул. Шокая Мустафы,158,6,POINT (76.99004 43.264748),,
11803,г.Алматы,ул. Шокая Мустафы,205,6,POINT (76.992564 43.25859),,
11805,г.Алматы,ул. Шокая Мустафы,209,6,POINT (76.9926 43.258433),,
11807,г.Алматы,ул. Шокая Мустафы,216,6,POINT (76.991504 43.262313),,
11809,г.Алматы,ул. Шокая Мустафы,231,6,POINT (76.99339 43.255557),,
11806,г.Алматы,ул. Шокая Мустафы,210,6,POINT (76.99145 43.262733),,
11810,г.Алматы,ул. Шокая Мустафы,242,6,POINT (76.993229 43.257848),,
11812,г.Алматы,ул. Шокая Мустафы,265,6,POINT (76.996454 43.252924),,
11811,г.Алматы,ул. Шокая Мустафы,259,6,POINT (76.995403 43.253154),,
11813,г.Алматы,ул. Шокая Мустафы,275,6,POINT (76.997478 43.252865),,
11819,г.Алматы,ул. Шокая Мустафы,118А,6,POINT (76.987084 43.266278),,
11821,г.Алматы,ул. Шокая Мустафы,119Н,6,POINT (76.988027 43.262319),,
11820,г.Алматы,ул. Шокая Мустафы,119Е,6,POINT (76.98827 43.263035),,
11822,г.Алматы,ул. Шокая Мустафы,14Б,6,POINT (76.983787 43.276039),,
11823,г.Алматы,ул. Шокая Мустафы,170/1,6,POINT (76.990704 43.264565),,
11826,г.Алматы,ул. Шокая Мустафы,271А,6,POINT (76.997172 43.252142),,
11827,г.Алматы,ул. Шокая Мустафы,271В,6,POINT (76.997505 43.251985),,
11825,г.Алматы,ул. Шокая Мустафы,230Б,6,POINT (76.994091 43.256903),,
11828,г.Алматы,ул. Шокая Мустафы,286Д,6,POINT (76.996768 43.253574),,
11832,г.Алматы,ул. Шолом-Алейхем,12,4,POINT (76.934578 43.225294),,
11833,г.Алматы,ул. Шолом-Алейхем,20,4,POINT (76.935251 43.224801),,
11834,г.Алматы,ул. Шолохова,39/15,8,POINT (76.942914 43.33766),,
11835,г.Алматы,ул. Шопена,5,4,POINT (76.896516 43.216477),,
11837,г.Алматы,ул. Шопена,23,4,POINT (76.896651 43.215019),,
11836,г.Алматы,ул. Шопена,8,4,POINT (76.896803 43.216727),,
11840,г.Алматы,ул. Шукшина,48А,6,POINT (76.942465 43.219611),,
11841,г.Алматы,ул. Шухова,26,6,POINT (76.983015 43.275396),,
11842,г.Алматы,ул. Шухова,55,6,POINT (76.982557 43.269816),,
11843,г.Алматы,ул. Шухова,101Г,6,POINT (76.985737 43.263527),,
11844,г.Алматы,ул. Шухова,101Ж,6,POINT (76.984811 43.264164),,
11846,г.Алматы,ул. Шухова,17А,6,POINT (76.981533 43.278297),,
11845,г.Алматы,ул. Шухова,11Г,6,POINT (76.980895 43.278428),,
11847,г.Алматы,ул. Шухова,2Л,6,POINT (76.981344 43.27959),,
11848,г.Алматы,ул. Шухова,49/19,6,POINT (76.982287 43.270604),,
11849,г.Алматы,ул. Шушенская,24,5,POINT (76.931128 43.286349),,
11850,г.Алматы,ул. Шушенская,27,5,POINT (76.932008 43.286802),,
11851,г.Алматы,ул. Шушенская,29,5,POINT (76.932053 43.287006),,
11854,г.Алматы,ул. Щелкова,58,8,POINT (76.967824 43.335784),,
11855,г.Алматы,ул. Щелкова,90,8,POINT (76.967447 43.339017),,
11856,г.Алматы,ул. Щелкова,96,8,POINT (76.966854 43.339377),,
11857,г.Алматы,ул. Щелкова,101,8,POINT (76.967393 43.339574),,
11858,г.Алматы,ул. Щелкова,101Б,8,POINT (76.967249 43.339784),,
11815,г.Алматы,ул. Шокая Мустафы,302,6,POINT (77.002248 43.250704),,
11861,г.Алматы,ул. Щелковская,92,8,POINT (76.967348 43.33922),,
11859,г.Алматы,ул. Щелкова,66А,8,POINT (76.968543 43.336473),,
11860,г.Алматы,ул. Щелкова,69В,8,POINT (76.967168 43.336591),,
11862,г.Алматы,ул. Щелковская,37А,6,POINT (76.990246 43.265556),,
11864,г.Алматы,ул. Щепеткова,35,3,POINT (76.876519 43.221976),,
11863,г.Алматы,ул. Щепеткова,29,3,POINT (76.876627 43.221523),,
11865,г.Алматы,ул. Щепеткова,41,3,POINT (76.876277 43.222614),,
11866,г.Алматы,ул. Щепеткова,51,3,POINT (76.875837 43.223809),,
11867,г.Алматы,ул. Щепеткова,55,3,POINT (76.875684 43.224144),,
11868,г.Алматы,ул. Щепеткова,57,3,POINT (76.875594 43.224394),,
11869,г.Алматы,ул. Щепеткова,126,3,POINT (76.870303 43.231344),,
11870,г.Алматы,ул. Щепеткова,127,3,POINT (76.871318 43.23112),,
11871,г.Алматы,ул. Щепеткова,128,3,POINT (76.869989 43.231514),,
11872,г.Алматы,ул. Щепеткова,130,3,POINT (76.869602 43.231416),,
11873,г.Алматы,ул. Щепеткова,131,3,POINT (76.870959 43.23158),,
11874,г.Алматы,ул. Щепеткова,134,3,POINT (76.870052 43.230923),,
11875,г.Алматы,ул. Щепеткова,11-5,3,POINT (76.876313 43.219782),,
11878,г.Алматы,ул. Щепеткова,134г,3,POINT (76.870375 43.231225),,
11877,г.Алматы,ул. Щепеткова,133А,3,POINT (76.870411 43.232046),,
11880,г.Алматы,ул. Щепеткова,140А,3,POINT (76.870411 43.230818),,
11882,г.Алматы,ул. Щепкина,11,3,POINT (76.872612 43.208836),,
11883,г.Алматы,ул. Щепкина,15Б,3,POINT (76.873501 43.208264),,
11884,г.Алматы,ул. Щербакова,3,8,POINT (76.944558 43.340597),,
11885,г.Алматы,ул. Щербакова,11,8,POINT (76.943318 43.338394),,
11886,г.Алматы,ул. Щербакова,13А,8,POINT (76.942519 43.338243),,
11889,г.Алматы,ул. Щорса,2,5,POINT (76.940201 43.276853),,
11891,г.Алматы,ул. Щорса,17,5,POINT (76.939985 43.278408),,
11888,г.Алматы,ул. Щорса,1,5,POINT (76.940596 43.276879),,
11893,г.Алматы,ул. Щорса,31,5,POINT (76.939393 43.279773),,
11892,г.Алматы,ул. Щорса,27,5,POINT (76.939527 43.279419),,
11890,г.Алматы,ул. Щорса,6,5,POINT (76.940075 43.277174),,
11894,г.Алматы,ул. Щорса,45,5,POINT (76.938872 43.280974),,
11895,г.Алматы,ул. Щорса,46,5,POINT (76.938701 43.280436),,
11896,г.Алматы,ул. Щорса,48,5,POINT (76.938485 43.280489),,
11898,г.Алматы,ул. Щорса,30А,5,POINT (76.939186 43.279281),,
11901,г.Алматы,ул. Щусева,14/1,8,POINT (76.940704 43.321121),,
11900,г.Алматы,ул. Щусева,10,8,POINT (76.941279 43.321127),,
11897,г.Алматы,ул. Щорса,21А,5,POINT (76.940057 43.278723),,
11904,г.Алматы,ул. Щучинская,25,6,POINT (76.977975 43.285811),,
11906,г.Алматы,ул. Эйлера,3,4,POINT (76.883823 43.206122),,
11905,г.Алматы,ул. Щучинская,38,6,POINT (76.98014 43.285444),,
11907,г.Алматы,ул. Эйлера,4,4,POINT (76.883895 43.205912),,
11908,г.Алматы,ул. Эйлера,5,4,POINT (76.883445 43.206069),,
11911,г.Алматы,ул. Эйлера,8,4,POINT (76.883212 43.205708),,
11909,г.Алматы,ул. Эйлера,6,4,POINT (76.883517 43.205807),,
11912,г.Алматы,ул. Эйлера,9,4,POINT (76.8827 43.205971),,
11914,г.Алматы,ул. Эйлера,11,4,POINT (76.882278 43.205905),,
11915,г.Алматы,ул. Эйлера,12,4,POINT (76.882341 43.205603),,
11913,г.Алматы,ул. Эйлера,10,4,POINT (76.882772 43.205675),,
11916,г.Алматы,ул. Эйлера,13,4,POINT (76.881918 43.205839),,
11917,г.Алматы,ул. Эйлера,14,4,POINT (76.881999 43.205537),,
11918,г.Алматы,ул. Эйлера,16,4,POINT (76.88164 43.205478),,
11919,г.Алматы,ул. Эйлера,17,4,POINT (76.881298 43.205708),,
11921,г.Алматы,ул. Эйлера,19,4,POINT (76.880903 43.205649),,
11920,г.Алматы,ул. Эйлера,18,4,POINT (76.881352 43.205439),,
11922,г.Алматы,ул. Эйлера,21,4,POINT (76.880589 43.205609),,
11923,г.Алматы,ул. Эйлера,24,4,POINT (76.880328 43.205255),,
11925,г.Алматы,ул. Эйлера,27,4,POINT (76.878451 43.205235),,
11926,г.Алматы,ул. Эйлера,32,4,POINT (76.878882 43.204992),,
11924,г.Алматы,ул. Эйлера,26,4,POINT (76.880032 43.205209),,
11928,г.Алматы,ул. Эйлера,27/56,4,POINT (76.878451 43.205235),,
11930,г.Алматы,ул. Эйхе,18,5,POINT (76.933931 43.359123),,
11931,г.Алматы,ул. Эйхе,20,5,POINT (76.934146 43.359163),,
11943,г.Алматы,ул. Энгельса,75,8,POINT (76.962883 43.35268),,
99,г.Алматы,"микрорайон ""Архат""",19/10,4,POINT (76.888862 43.159764),,
627,г.Алматы,"микрорайон ""Хан Тенгри""",10,4,POINT (76.889913 43.185978),,
628,г.Алматы,"микрорайон ""Хан Тенгри""",125,4,POINT (76.894082 43.159494),,
641,г.Алматы,"микрорайон ""Шугыла""",.3858,7,POINT (76.791781 43.199748),,
642,г.Алматы,"микрорайон ""Шугыла""",3834,7,POINT (76.787649 43.197506),,
643,г.Алматы,"микрорайон ""Шугыла""",3855,7,POINT (76.788574 43.197835),,
645,г.Алматы,"микрорайон ""Шугыла""",3867,7,POINT (76.792293 43.199807),,
646,г.Алматы,"микрорайон ""Шугыла""",3870,7,POINT (76.792428 43.199419),,
696,г.Алматы,микрорайон Акжар,94,6,POINT (76.972765 43.269468),,
692,г.Алматы,микрорайон Акжар,64,6,POINT (76.97148 43.27256),,
700,г.Алматы,микрорайон Аскартау,643,6,POINT (76.944154 43.200516),,
708,г.Алматы,микрорайон Ерменсай,.2,4,POINT (76.930643 43.188719),,
704,г.Алматы,микрорайон Галамат,795,7,POINT (76.876151 43.151708),,
713,г.Алматы,микрорайон Ерменсай,22,1,POINT (76.883517 43.302629),,
715,г.Алматы,микрорайон Ерменсай,24,1,POINT (76.883805 43.302439),,
718,г.Алматы,микрорайон Ерменсай,96,4,POINT (76.926088 43.190172),,
716,г.Алматы,микрорайон Ерменсай,29,1,POINT (76.88402 43.30341),,
760,г.Алматы,микрорайон Карагайлы,1216,7,POINT (76.837425 43.177892),,
759,г.Алматы,микрорайон Карагайлы,1196,7,POINT (76.838467 43.177636),,
773,г.Алматы,микрорайон Каргалы,10,4,POINT (76.885431 43.162368),,
774,г.Алматы,микрорайон Каргалы,14,3,POINT (76.818363 43.232099),,
1056,г.Алматы,пр. Райымбека,483 А,1,POINT (76.839051 43.248439),,
1140,г.Алматы,ул. 20-я Линия,62,4,POINT (76.887443 43.232454),,
777,г.Алматы,микрорайон Кокшокы,6/1,4,POINT (76.919118 43.110001),,
784,г.Алматы,микрорайон Мейрам,19/2,7,POINT (76.836464 43.199518),,
783,г.Алматы,микрорайон Мейрам,19/1,7,POINT (76.837838 43.199077),,
793,г.Алматы,микрорайон Нур Алатау,1153,4,POINT (76.917995 43.168556),,
796,г.Алматы,микрорайон Нур Алатау,1389,4,POINT (76.914069 43.17423),,
810,г.Алматы,микрорайон Нурлытау,.1066,4,POINT (76.906209 43.164275),,
815,г.Алматы,микрорайон Нурлытау,1398,4,POINT (76.906074 43.144189),,
821,г.Алматы,микрорайон Нурлытау,1631/1,4,POINT (76.906523 43.142703),,
823,г.Алматы,микрорайон Нурлытау,1840,4,POINT (76.916288 43.165229),,
827,г.Алматы,микрорайон Нурлытау,4,4,POINT (76.907511 43.153372),,
3614,г.Алматы,ул. Казыбаева,116,5,POINT (76.914536 43.286461),,
828,г.Алматы,микрорайон Нурлытау,77,4,POINT (76.902391 43.16968),,
831,г.Алматы,микрорайон Ремизовка,.33,4,POINT (76.938279 43.185643),,
832,г.Алматы,микрорайон Ремизовка,.51/18,4,POINT (76.936859 43.18559),,
846,г.Алматы,микрорайон Хан-Тәңірі,114,4,POINT (76.904107 43.137262),,
848,г.Алматы,микрорайон Хан-Тәңірі,92/1,4,POINT (76.89242 43.166925),,
6984,г.Алматы,"ул. С/т ""Вымпел""",97,6,POINT (77.008293 43.25144),,
6954,г.Алматы,"ул. С/т ""Вымпел""",.107,6,POINT (77.006587 43.251499),,
9394,г.Алматы,ул. с/т Энергетик,39,6,POINT (77.00417 43.249647),,
9385,г.Алматы,ул. с/т Энергетик,14,6,POINT (77.008105 43.248813),,
6967,г.Алматы,"ул. С/т ""Вымпел""",.82,6,POINT (77.008796 43.252438),,
8681,г.Алматы,ул. с/т Институт химии,60,6,POINT (77.003002 43.254959),,
267,г.Алматы,"микрорайон ""Калкаман-3""",321,7,POINT (76.82563 43.194608),,
279,г.Алматы,"микрорайон ""Калкаман-3""",371,7,POINT (76.828217 43.191289),,
421,г.Алматы,"микрорайон ""Мирас""",25В,4,POINT (76.872738 43.192341),,
673,г.Алматы,микрорайон Акжар,22,7,POINT (76.803666 43.200976),,
671,г.Алматы,микрорайон Акжар,12,7,POINT (76.793398 43.177583),,
674,г.Алматы,микрорайон Акжар,23,1,POINT (76.870348 43.30175),,
675,г.Алматы,микрорайон Акжар,24,1,POINT (76.870105 43.301166),,
676,г.Алматы,микрорайон Акжар,25,7,POINT (76.793758 43.178175),,
677,г.Алматы,микрорайон Акжар,27,7,POINT (76.793425 43.178234),,
678,г.Алматы,микрорайон Акжар,28,7,POINT (76.79321 43.178148),,
679,г.Алматы,микрорайон Акжар,29,7,POINT (76.803666 43.200221),,
682,г.Алматы,микрорайон Акжар,39,7,POINT (76.792985 43.178549),,
943,г.Алматы,пр. Аль-Фараби,93/32,4,POINT (76.91388 43.212469),,
942,г.Алматы,пр. Аль-Фараби,120/2,4,POINT (76.922882 43.207377),,
6982,г.Алматы,"ул. С/т ""Вымпел""",88,6,POINT (77.008356 43.25232),,
6979,г.Алматы,"ул. С/т ""Вымпел""",55,6,POINT (77.008293 43.250547),,
10100,г.Алматы,"ул. Сад.тов.""Совет""",6,6,POINT (77.003442 43.246968),,
8944,г.Алматы,ул. с/т Механизатор,53,6,POINT (77.001062 43.254552),,
6955,г.Алматы,"ул. С/т ""Вымпел""",.30,6,POINT (77.006066 43.250731),,
9442,г.Алматы,ул. с/т Энциклопедист,7,6,POINT (77.000253 43.253213),,
8940,г.Алматы,ул. с/т Механизатор,44,6,POINT (77.00276 43.255005),,
9174,г.Алматы,ул. с/т Сантехник,41,6,POINT (77.006353 43.252582),,
8997,г.Алматы,ул. с/т Наука,.30,6,POINT (77.010934 43.247874),,
8930,г.Алматы,ул. с/т Механизатор,30,6,POINT (77.004979 43.255819),,
8931,г.Алматы,ул. с/т Механизатор,31,6,POINT (77.004799 43.255793),,
7454,г.Алматы,ул. с/т Алатау,32А,6,POINT (77.003326 43.276341),,
9173,г.Алматы,ул. с/т Сантехник,33,6,POINT (77.006955 43.253449),,
9401,г.Алматы,ул. с/т Энергетик,58А,6,POINT (77.011689 43.248826),,
6977,г.Алматы,"ул. С/т ""Вымпел""",24,6,POINT (77.005338 43.25146),,
6975,г.Алматы,"ул. С/т ""Вымпел""",15,6,POINT (77.004556 43.251492),,
8935,г.Алматы,ул. с/т Механизатор,38,6,POINT (77.003451 43.255872),,
6956,г.Алматы,"ул. С/т ""Вымпел""",.31,6,POINT (77.006146 43.250901),,
6966,г.Алматы,"ул. С/т ""Вымпел""",.75,6,POINT (77.009731 43.251919),,
6433,г.Алматы,ул. с/о Алатау,.36,6,POINT (77.003936 43.276695),,
9271,г.Алматы,ул. с/т Статистик,49,6,POINT (77.00991 43.24048),,
8994,г.Алматы,ул. с/т Наука,.21,6,POINT (77.010557 43.247336),,
9381,г.Алматы,ул. с/т Энергетик,102,6,POINT (77.010584 43.249227),,
6968,г.Алматы,"ул. С/т ""Вымпел""",.85,6,POINT (77.009084 43.252753),,
9434,г.Алматы,ул. с/т Энциклопедист,34,6,POINT (77.000208 43.254276),,
8923,г.Алматы,ул. с/т Механизатор,109,6,POINT (77.006461 43.25597),,
6961,г.Алматы,"ул. С/т ""Вымпел""",.65,6,POINT (77.010153 43.25123),,
10577,г.Алматы,ул. СТ Полиграфист,2,6,POINT (77.000083 43.250297),,
9393,г.Алматы,ул. с/т Энергетик,32,6,POINT (77.005598 43.249358),,
9391,г.Алматы,ул. с/т Энергетик,29,6,POINT (77.006254 43.249647),,
9908,г.Алматы,"ул. Сад. общ. ""Знание""",10,6,POINT (77.00338 43.247861),,
9464,г.Алматы,"ул. с/т""АПУ Горисполкома""",4,6,POINT (77.004161 43.244597),,
9533,г.Алматы,"ул. с/т""Казахфильм""",29,6,POINT (77.006425 43.247336),,
9934,г.Алматы,"ул. Сад.общ.""Вымпел""",1,6,POINT (77.002984 43.250757),,
6983,г.Алматы,"ул. С/т ""Вымпел""",92,6,POINT (77.008473 43.251637),,
9004,г.Алматы,ул. с/т Наука,12,6,POINT (77.011168 43.247296),,
5461,г.Алматы,ул. ПК с/т Эдельвейс,15,6,POINT (77.02749 43.246285),,
9636,г.Алматы,"ул. с/т""Монтажник""",50,6,POINT (77.01725 43.237675),,
8926,г.Алматы,ул. с/т Механизатор,18,6,POINT (77.006613 43.254789),,
9535,г.Алматы,"ул. с/т""Казахфильм""",52,6,POINT (77.008221 43.247382),,
9537,г.Алматы,"ул. с/т""Казахфильм""",54,6,POINT (77.008581 43.246922),,
8955,г.Алматы,ул. с/т Механизатор,94,6,POINT (77.002814 43.2562),,
9526,г.Алматы,"ул. с/т""Казахфильм""",114,6,POINT (77.005365 43.248833),,
8922,г.Алматы,ул. с/т Механизатор,10,6,POINT (77.007665 43.254066),,
8943,г.Алматы,ул. с/т Механизатор,52,6,POINT (77.001376 43.254592),,
9172,г.Алматы,ул. с/т Сантехник,19,6,POINT (77.005715 43.25381),,
8925,г.Алматы,ул. с/т Механизатор,17,6,POINT (77.006847 43.25473),,
9170,г.Алматы,ул. с/т Сантехник,17,6,POINT (77.005437 43.253587),,
5459,г.Алматы,ул. ПК с/т Эдельвейс,11,6,POINT (77.026915 43.248373),,
5471,г.Алматы,ул. ПК с/т Эдельвейс,8,6,POINT (77.026933 43.247861),,
1229,г.Алматы,ул. 5-ая улица,10,8,POINT (77.008195 43.303928),,
9395,г.Алматы,ул. с/т Энергетик,45,6,POINT (77.008509 43.249227),,
9171,г.Алматы,ул. с/т Сантехник,18,6,POINT (77.005553 43.253672),,
8736,г.Алматы,ул. с/т КНМ,84,6,POINT (77.010315 43.245287),,
8991,г.Алматы,ул. с/т Наука,.15,6,POINT (77.01035 43.246929),,
788,г.Алматы,микрорайон Кольсай,3/2,6,POINT (76.998834 43.215314),,
8939,г.Алматы,ул. с/т Механизатор,42,6,POINT (77.002499 43.255728),,
6969,г.Алматы,"ул. С/т ""Вымпел""",.86,6,POINT (77.008554 43.252701),,
8726,г.Алматы,ул. с/т КНМ,104,6,POINT (77.008069 43.244768),,
6970,г.Алматы,"ул. С/т ""Вымпел""",.89,6,POINT (77.008168 43.252425),,
8945,г.Алматы,ул. с/т Механизатор,55,6,POINT (77.000676 43.254454),,
9177,г.Алматы,ул. с/т Сантехник,57,6,POINT (77.007754 43.253495),,
9536,г.Алматы,"ул. с/т""Казахфильм""",53,6,POINT (77.008239 43.247067),,
10592,г.Алматы,ул. С-Т САНТЕХНИК, 109,6,POINT (77.002364 43.251217),,
9383,г.Алматы,ул. с/т Энергетик,127,6,POINT (77.010234 43.248675),,
9402,г.Алматы,ул. с/т Энергетик,6,6,POINT (77.009632 43.248643),,
8934,г.Алматы,ул. с/т Механизатор,37,6,POINT (77.003577 43.25597),,
8924,г.Алматы,ул. с/т Механизатор,15,6,POINT (77.007099 43.254585),,
8927,г.Алматы,ул. с/т Механизатор,22,6,POINT (77.006308 43.255248),,
9443,г.Алматы,ул. с/т Юбилейный,2,6,POINT (77.009847 43.238496),,
9169,г.Алматы,ул. с/т Сантехник,104,6,POINT (77.002993 43.251381),,
8928,г.Алматы,ул. с/т Механизатор,27,6,POINT (77.005535 43.255655),,
9380,г.Алматы,ул. с/т Энергетик,.114,6,POINT (77.008904 43.250593),,
8953,г.Алматы,ул. с/т Механизатор,9,6,POINT (77.007629 43.253915),,
6974,г.Алматы,"ул. С/т ""Вымпел""",13,6,POINT (77.00452 43.25079),,
10023,г.Алматы,"ул. Сад.тов. ""Здоровье""",7,6,POINT (76.958616 43.184012),,
9408,г.Алматы,ул. с/т Энергетик,87,6,POINT (77.009749 43.249555),,
8932,г.Алматы,ул. с/т Механизатор,34,6,POINT (77.004134 43.255964),,
1179,г.Алматы,ул. 2-я Гончарная,153/1,5,POINT (76.91486 43.280312),,
1207,г.Алматы,ул. 2-я улица,46,1,POINT (76.873708 43.266101),,
1209,г.Алматы,ул. 3,14,2,POINT (76.86574 43.250455),,
1210,г.Алматы,ул. 3,4,1,POINT (76.889743 43.295241),,
1216,г.Алматы,ул. 3-я улица,19,4,POINT (76.92113 43.197027),,
5460,г.Алматы,ул. ПК с/т Эдельвейс,12,6,POINT (77.027032 43.24857),,
8680,г.Алматы,ул. с/т Институт химии,58,6,POINT (77.003263 43.255353),,
724,г.Алматы,микрорайон Ерменсай-2,5/2,1,POINT (76.880849 43.303206),,
9540,г.Алматы,"ул. с/т""Казахфильм""",64,6,POINT (77.009371 43.246252),,
9529,г.Алматы,"ул. с/т""Казахфильм""",13,6,POINT (77.004952 43.246916),,
9405,г.Алматы,ул. с/т Энергетик,71,6,POINT (77.010431 43.250475),,
9403,г.Алматы,ул. с/т Энергетик,61,6,POINT (77.011339 43.249286),,
9387,г.Алматы,ул. с/т Энергетик,18,6,POINT (77.007467 43.248761),,
6978,г.Алматы,"ул. С/т ""Вымпел""",33,6,POINT (77.00638 43.250901),,
6981,г.Алматы,"ул. С/т ""Вымпел""",8,6,POINT (77.003559 43.250678),,
9270,г.Алматы,ул. с/т Статистик,24,6,POINT (77.009686 43.241334),,
6957,г.Алматы,"ул. С/т ""Вымпел""",.35,6,POINT (77.006101 43.25033),,
9396,г.Алматы,ул. с/т Энергетик,47,6,POINT (77.007988 43.249509),,
9406,г.Алматы,ул. с/т Энергетик,85,6,POINT (77.009066 43.249207),,
9178,г.Алматы,ул. с/т Сантехник,77,6,POINT (77.006039 43.251749),,
1384,г.Алматы,ул. Айша-биби,1,8,POINT (76.976852 43.299257),,
1385,г.Алматы,ул. Айша-биби,27,8,POINT (76.979404 43.304413),,
10101,г.Алматы,"ул. Сад.тов.""Совет""",7А,6,POINT (77.003901 43.247021),,
9398,г.Алматы,ул. с/т Энергетик,49,6,POINT (77.006613 43.249825),,
1517,г.Алматы,ул. Алмалыкская,13,6,POINT (76.964509 43.170844),,
1516,г.Алматы,ул. Алмалыкская,12,6,POINT (76.964249 43.171199),,
1518,г.Алматы,ул. Алмалыкская,16,6,POINT (76.963818 43.177235),,
1519,г.Алматы,ул. Алмалыкская,17,6,POINT (76.965821 43.169792),,
1520,г.Алматы,ул. Алмалыкская,19,6,POINT (76.965587 43.16924),,
1522,г.Алматы,ул. Алмалыкская,21,6,POINT (76.966881 43.16826),,
1521,г.Алматы,ул. Алмалыкская,20,6,POINT (76.965749 43.169016),,
1524,г.Алматы,ул. Алмалыкская,5,6,POINT (76.963521 43.175999),,
1523,г.Алматы,ул. Алмалыкская,3,6,POINT (76.963629 43.176334),,
1525,г.Алматы,ул. Алмалыкская,7,6,POINT (76.963719 43.175716),,
1526,г.Алматы,ул. Алмалыкская,9,6,POINT (76.963665 43.175203),,
9175,г.Алматы,ул. с/т Сантехник,46,6,POINT (77.005697 43.252261),,
9527,г.Алматы,"ул. с/т""Казахфильм""",121,6,POINT (77.005778 43.248649),,
9462,г.Алматы,"ул. с/т""АПУ Горисполкома""",10,6,POINT (77.00329 43.244407),,
9176,г.Алматы,ул. с/т Сантехник,56,6,POINT (77.007458 43.253745),,
6469,г.Алматы,ул. с/о Дружба,13,4,POINT (76.900181 43.20187),,
9446,г.Алматы,"ул. с/т""6-е Домоуправление""",20,6,POINT (77.001511 43.248807),,
10099,г.Алматы,"ул. Сад.тов.""Совет""",28,6,POINT (77.005095 43.245208),,
6963,г.Алматы,"ул. С/т ""Вымпел""",.68,6,POINT (77.009847 43.251446),,
6962,г.Алматы,"ул. С/т ""Вымпел""",.67,6,POINT (77.009829 43.251243),,
3390,г.Алматы,ул. Закарпатская,188,8,POINT (77.00726 43.358179),,
6964,г.Алматы,"ул. С/т ""Вымпел""",.71,6,POINT (77.009982 43.251545),,
8702,г.Алматы,ул. с/т Казахвзрывпром,14,6,POINT (77.002463 43.251709),,
3391,г.Алматы,ул. Закарпатская,62,8,POINT (77.006784 43.358369),,
9389,г.Алматы,ул. с/т Энергетик,23,6,POINT (77.00682 43.249365),,
9390,г.Алматы,ул. с/т Энергетик,24,6,POINT (77.006667 43.249431),,
9485,г.Алматы,"ул. с/т""Геолог""",42,6,POINT (77.002526 43.238253),,
9926,г.Алматы,"ул. Сад.общ. ""Широкая Щель""",12,6,POINT (77.010045 43.24067),,
10110,г.Алматы,"ул. Сад.тов.""Энергия""",58,6,POINT (77.011824 43.248616),,
8679,г.Алматы,ул. с/т Институт химии,57,6,POINT (77.003398 43.255491),,
9392,г.Алматы,ул. с/т Энергетик,30,6,POINT (77.005859 43.249142),,
9539,г.Алматы,"ул. с/т""Казахфильм""",61,6,POINT (77.008787 43.246948),,
9534,г.Алматы,"ул. с/т""Казахфильм""",46,6,POINT (77.008105 43.246088),,
8706,г.Алматы,ул. с/т Казахвзрывпром,29,6,POINT (77.002993 43.25209),,
10116,г.Алматы,ул. Сад.тов.Звездочка,.13,6,POINT (77.002562 43.242049),,
9435,г.Алматы,ул. с/т Энциклопедист,35,6,POINT (77.000047 43.25429),,
9397,г.Алматы,ул. с/т Энергетик,48,6,POINT (77.007224 43.249752),,
9400,г.Алматы,ул. с/т Энергетик,58,6,POINT (77.011824 43.248616),,
5465,г.Алматы,ул. ПК с/т Эдельвейс,45,6,POINT (76.953074 43.204479),,
6965,г.Алматы,"ул. С/т ""Вымпел""",.72,6,POINT (77.009533 43.251801),,
8952,г.Алматы,ул. с/т Механизатор,82,6,POINT (77.008006 43.254447),,
9528,г.Алматы,"ул. с/т""Казахфильм""",128,6,POINT (77.00673 43.248084),,
10579,г.Алматы,ул. СТ Полиграфист,22,6,POINT (76.999966 43.250639),,
7990,г.Алматы,ул. С/т Восход,4,6,POINT (77.00081 43.249844),,
9272,г.Алматы,ул. с/т Статистик,5,6,POINT (77.009246 43.241879),,
6960,г.Алматы,"ул. С/т ""Вымпел""",.49,6,POINT (77.007916 43.251013),,
9168,г.Алматы,ул. с/т Сантехник,103,6,POINT (77.00338 43.251597),,
9179,г.Алматы,ул. с/т Сантехник,8,6,POINT (77.004691 43.252707),,
